Date,Open,High,Low,Close,Adj Close,Volume
2021-05-12,21.610001,22.500000,21.170000,21.250000,21.250000,2513800
2021-05-13,21.610001,21.920000,20.209999,20.910000,20.910000,2800700
2021-05-14,21.309999,22.330000,21.200001,22.240000,22.240000,2711700
2021-05-17,22.299999,22.400000,21.170000,21.950001,21.950001,2731200
2021-05-18,22.059999,22.910000,21.549999,22.200001,22.200001,3147200
2021-05-19,21.549999,23.370001,21.299999,23.059999,23.059999,3815700
2021-05-20,23.410000,24.330000,23.299999,23.820000,23.820000,3318700
2021-05-21,24.100000,24.209999,23.370001,23.540001,23.540001,2459600
2021-05-24,23.910000,23.910000,23.010000,23.440001,23.440001,1935600
2021-05-25,23.570000,23.740000,22.459999,22.670000,22.670000,3030100
2021-05-26,22.830000,23.719999,22.690001,23.540001,23.540001,2410600
2021-05-27,23.590000,23.900000,23.309999,23.760000,23.760000,2287800
2021-05-28,23.980000,24.490000,23.320000,23.389999,23.389999,2249500
2021-06-01,23.959999,24.150000,22.760000,23.190001,23.190001,2555300
2021-06-02,23.209999,24.350000,22.910000,24.260000,24.260000,3757000
2021-06-03,23.910000,24.230000,22.510000,22.549999,22.549999,4322800
2021-06-04,22.850000,23.900000,22.580000,22.840000,22.840000,2824600
2021-06-07,22.790001,23.219999,22.230000,23.200001,23.200001,2003100
2021-06-08,23.530001,25.910000,23.230000,25.000000,25.000000,9529100
2021-06-09,25.360001,26.370001,24.379999,24.430000,24.430000,5043200
2021-06-10,24.490000,26.850000,24.459999,26.440001,26.440001,9105100
2021-06-11,26.440001,27.170000,25.080000,25.900000,25.900000,5930700
2021-06-14,26.600000,27.379999,25.840000,26.040001,26.040001,5028900
2021-06-15,25.690001,26.000000,23.840000,24.020000,24.020000,5394800
2021-06-16,23.980000,24.930000,23.780001,24.620001,24.620001,3399000
2021-06-17,24.420000,26.959999,24.320000,26.719999,26.719999,6645900
2021-06-18,25.940001,26.900000,25.100000,25.370001,25.370001,5065800
2021-06-21,25.170000,26.340000,24.709999,25.410000,25.410000,3614800
2021-06-22,25.190001,25.900000,25.040001,25.510000,25.510000,2221600
2021-06-23,25.750000,27.330000,25.549999,27.049999,27.049999,3595100
2021-06-24,27.950001,28.770000,27.299999,27.780001,27.780001,5954900
2021-06-25,27.770000,28.639999,27.330000,27.440001,27.440001,3751000
2021-06-28,27.900000,30.690001,27.900000,30.680000,30.680000,6353100
2021-06-29,30.750000,31.260000,29.530001,29.889999,29.889999,4036100
2021-06-30,29.740000,29.750000,28.500000,29.219999,29.219999,2767900
2021-07-01,29.290001,29.440001,28.080000,28.900000,28.900000,2969900
2021-07-02,28.969999,29.740000,28.680000,28.809999,28.809999,2587200
2021-07-06,28.860001,29.790001,28.209999,29.590000,29.590000,3130600
2021-07-07,30.580000,31.510000,27.680000,28.190001,28.190001,5797600
2021-07-08,26.950001,28.080000,26.340000,27.580000,27.580000,3254100
2021-07-09,27.809999,27.969999,27.049999,27.920000,27.920000,1948900
2021-07-12,28.180000,29.360001,27.610001,29.040001,29.040001,3983600
2021-07-13,28.920000,28.950001,27.830000,28.049999,28.049999,2348500
2021-07-14,28.040001,28.150000,23.780001,23.940001,23.940001,7734500
2021-07-15,24.000000,24.750000,23.080000,23.500000,23.500000,5972400
2021-07-16,23.600000,24.020000,22.559999,22.650000,22.650000,3606000
2021-07-19,21.670000,23.549999,21.500000,23.340000,23.340000,3645800
2021-07-20,23.629999,24.260000,23.030001,24.139999,24.139999,2376900
2021-07-21,24.500000,25.440001,24.309999,25.430000,25.430000,2343700
2021-07-22,25.600000,25.600000,24.139999,24.549999,24.549999,2104700
2021-07-23,24.530001,24.549999,23.129999,23.750000,23.750000,3220200
2021-07-26,23.700001,24.709999,23.160000,23.700001,23.700001,2781500
2021-07-27,23.610001,23.670000,22.049999,23.110001,23.110001,3738100
2021-07-28,23.469999,24.629999,23.080000,24.230000,24.230000,3436300
2021-07-29,24.410000,25.209999,24.200001,24.629999,24.629999,2278700
2021-07-30,24.040001,25.480000,23.750000,24.770000,24.770000,1813700
2021-08-02,25.059999,25.200001,24.139999,24.180000,24.180000,1958800
2021-08-03,24.799999,25.309999,24.309999,25.309999,25.309999,5430800
2021-08-04,23.650000,24.469999,22.330000,23.020000,23.020000,7345800
2021-08-05,23.090000,24.030001,23.049999,23.500000,23.500000,2615000
2021-08-06,23.799999,24.510000,23.209999,23.290001,23.290001,2836800
2021-08-09,23.400000,24.360001,23.070000,23.930000,23.930000,2595900
2021-08-10,24.230000,24.830000,24.129999,24.309999,24.309999,2303300
2021-08-11,24.379999,24.570000,22.920000,23.690001,23.690001,2784900
2021-08-12,23.510000,24.080000,23.250000,23.870001,23.870001,1645100
2021-08-13,23.600000,23.610001,22.670000,22.700001,22.700001,2800500
2021-08-16,22.350000,22.590000,21.799999,21.980000,21.980000,2784600
2021-08-17,21.420000,21.709999,20.719999,21.230000,21.230000,3527100
2021-08-18,21.410000,21.610001,20.799999,21.030001,21.030001,2103700
2021-08-19,20.700001,21.320000,20.500000,20.549999,20.549999,2689700
2021-08-20,20.500000,21.180000,20.420000,20.940001,20.940001,2802800
2021-08-23,21.270000,21.879999,21.059999,21.760000,21.760000,2649900
2021-08-24,22.000000,22.459999,21.650000,21.820000,21.820000,2836900
2021-08-25,21.870001,21.940001,21.170000,21.500000,21.500000,1969100
2021-08-26,21.420000,21.969999,21.209999,21.240000,21.240000,2112100
2021-08-27,21.299999,21.930000,21.150000,21.620001,21.620001,2186100
2021-08-30,21.870001,21.930000,21.350000,21.530001,21.530001,2221200
2021-08-31,21.559999,21.870001,21.209999,21.549999,21.549999,1759700
2021-09-01,21.870001,22.549999,21.700001,22.219999,22.219999,2535900
2021-09-02,22.330000,22.830000,22.070000,22.250000,22.250000,2510900
2021-09-03,22.110001,22.260000,21.650000,21.830000,21.830000,1986900
2021-09-07,22.000000,22.309999,21.540001,21.959999,21.959999,2141600
2021-09-08,22.520000,23.420000,21.250000,21.309999,21.309999,3872200
2021-09-09,21.139999,21.990000,20.950001,21.670000,21.670000,2041000
2021-09-10,21.850000,22.540001,21.240000,21.260000,21.260000,2293600
2021-09-13,21.440001,22.520000,20.860001,22.209999,22.209999,3226100
2021-09-14,22.330000,22.440001,21.420000,21.610001,21.610001,2054500
2021-09-15,21.549999,21.920000,21.150000,21.690001,21.690001,2151100
2021-09-16,21.520000,22.549999,21.260000,21.760000,21.760000,2898000
2021-09-17,21.760000,22.520000,21.389999,22.480000,22.480000,4132700
2021-09-20,21.620001,21.780001,20.600000,20.930000,20.930000,3663300
2021-09-21,21.200001,21.320000,20.440001,21.090000,21.090000,2601200
