Date,Low,Open,Volume,High,Close,Day Result
2021-06-01,62.150001525878906,62.97999954223633,1464900,63.040000915527344,62.310001373291016,0
2021-06-02,61.81999969482422,62.34000015258789,3364400,63.040000915527344,62.41999816894531,1
2021-06-03,61.7599983215332,61.86000061035156,2228400,62.97999954223633,62.66999816894531,1
2021-06-04,62.4900016784668,62.970001220703125,1459400,63.0099983215332,62.619998931884766,0
2021-06-07,62.59000015258789,62.63999938964844,1224000,62.91999816894531,62.79999923706055,1
2021-06-08,59.34999847412109,62.29999923706055,11047100,62.52000045776367,60.33000183105469,0
2021-06-09,59.900001525878906,60.13999938964844,4889100,60.709999084472656,59.93000030517578,0
2021-06-10,59.77000045776367,59.84999847412109,3111400,60.5,60.2400016784668,1
2021-06-11,59.91999816894531,60.22999954223633,2946100,60.72999954223633,60.66999816894531,1
2021-06-14,60.08000183105469,60.5,1857000,60.84999847412109,60.29999923706055,0
2021-06-15,60.15999984741211,60.27999877929688,3915800,60.70000076293945,60.5,1
2021-06-16,59.459999084472656,60.7400016784668,2349300,60.77999877929688,59.66999816894531,0
2021-06-17,59.220001220703125,59.63999938964844,1959000,59.95000076293945,59.5099983215332,0
2021-06-18,57.91999816894531,59.06999969482422,3118300,59.13999938964844,58.119998931884766,0
2021-06-21,57.959999084472656,58.34999847412109,2639700,58.68999862670898,58.52999877929688,1
2021-06-22,58.4900016784668,58.65999984741211,2473800,58.880001068115234,58.61000061035156,0
2021-06-23,58.02999877929688,58.720001220703125,4103100,59.040000915527344,58.540000915527344,0
2021-06-24,58.400001525878906,58.619998931884766,4313500,59.59000015258789,59.09999847412109,1
2021-06-25,58.900001525878906,58.97999954223633,3814500,60.18999862670898,60.130001068115234,1
2021-06-28,59.81999969482422,60.18000030517578,3442800,60.560001373291016,60.0099983215332,0
2021-06-29,58.70000076293945,59.83000183105469,2965800,60.09999847412109,58.84999847412109,0
2021-06-30,58.720001220703125,58.86000061035156,2467400,59.36000061035156,59.08000183105469,1
2021-07-01,58.90999984741211,59.20000076293945,3756000,60.310001373291016,60.06999969482422,1
2021-07-02,59.650001525878906,60.15999984741211,1957000,60.15999984741211,59.90999984741211,0
2021-07-06,58.630001068115234,59.86000061035156,3508700,59.95000076293945,59.810001373291016,0
2021-07-07,59.459999084472656,59.90999984741211,2707500,60.33000183105469,60.150001525878906,1
2021-07-08,59.709999084472656,59.91999816894531,2679800,60.34999847412109,60.27000045776367,1
2021-07-09,59.91999816894531,60.52000045776367,2045200,60.709999084472656,60.310001373291016,0
2021-07-12,59.77000045776367,59.970001220703125,2351800,60.43000030517578,60.36000061035156,1
2021-07-13,59.68999862670898,60.27000045776367,1625700,60.54999923706055,60.0,0
2021-07-14,59.84000015258789,60.13999938964844,2538200,60.72999954223633,60.47999954223633,1
2021-07-15,60.41999816894531,60.41999816894531,2800700,61.58000183105469,61.5099983215332,1
2021-07-16,61.43999862670898,61.68999862670898,2598100,62.369998931884766,62.0099983215332,1
2021-07-19,60.52999877929688,61.59000015258789,3688500,62.400001525878906,61.45000076293945,0
2021-07-20,61.650001525878906,61.83000183105469,2900600,62.650001525878906,61.93999862670898,1
2021-07-21,61.02999877929688,62.0099983215332,1458000,62.22999954223633,61.040000915527344,0
2021-07-22,60.68999862670898,60.880001068115234,1670000,61.4900016784668,61.22999954223633,1
2021-07-23,61.29999923706055,61.31999969482422,1780200,62.09999847412109,62.08000183105469,1
2021-07-26,61.400001525878906,61.790000915527344,1924600,62.15999984741211,61.97999954223633,1
2021-07-27,61.59999847412109,62.02999877929688,1919700,63.400001525878906,63.220001220703125,1
2021-07-28,61.720001220703125,63.209999084472656,1846900,63.27999877929688,62.2599983215332,0
2021-07-29,61.93000030517578,62.5099983215332,1209800,62.81999969482422,62.34999847412109,0
2021-07-30,61.70000076293945,62.18999862670898,1685000,62.900001525878906,61.790000915527344,0
2021-08-02,61.81999969482422,62.02000045776367,1386500,62.81999969482422,62.65999984741211,1
2021-08-03,62.380001068115234,62.77000045776367,1617300,63.709999084472656,63.2400016784668,1
2021-08-04,62.38999938964844,62.9900016784668,1571500,63.290000915527344,63.2599983215332,1
2021-08-05,62.560001373291016,62.9900016784668,1315900,63.27000045776367,63.209999084472656,1
2021-08-06,62.810001373291016,63.290000915527344,1405300,63.720001220703125,63.27000045776367,0
2021-08-09,62.88999938964844,63.40999984741211,925400,63.56999969482422,63.2599983215332,0
2021-08-10,62.75,63.209999084472656,808300,63.2400016784668,62.93999862670898,0
2021-08-11,62.93000030517578,63.15999984741211,1456200,63.4900016784668,63.18999862670898,1
2021-08-12,62.93000030517578,63.16999816894531,748600,63.470001220703125,63.0,0
2021-08-13,62.970001220703125,63.11000061035156,782200,63.630001068115234,63.459999084472656,1
2021-08-16,63.4900016784668,63.650001525878906,1197600,64.38999938964844,63.869998931884766,1
2021-08-17,63.619998931884766,63.869998931884766,1429800,64.33999633789062,64.2699966430664,1
2021-08-18,63.400001525878906,64.25,1934100,64.4000015258789,63.81999969482422,0
2021-08-19,63.630001068115234,63.83000183105469,2211700,64.47000122070312,64.01000213623047,1
2021-08-20,63.560001373291016,64.06999969482422,2096900,64.83000183105469,64.80999755859375,1
2021-08-23,63.97999954223633,64.69000244140625,2848700,64.69000244140625,64.06999969482422,0
2021-08-24,63.27000045776367,64.05000305175781,2445400,64.1500015258789,63.540000915527344,0
2021-08-25,63.13999938964844,63.47999954223633,1313800,63.810001373291016,63.63999938964844,1
2021-08-26,63.2599983215332,63.58000183105469,1050300,63.93999862670898,63.84000015258789,1
2021-08-27,63.880001068115234,63.970001220703125,1278300,64.62999725341797,64.16000366210938,1
2021-08-30,64.11000061035156,64.27999877929688,968200,64.68000030517578,64.4800033569336,1
2021-08-31,63.77000045776367,64.37999725341797,2048500,64.75,64.12999725341797,0
2021-09-01,64.19000244140625,64.19000244140625,1206700,65.0999984741211,65.05000305175781,1
2021-09-02,65.11000061035156,65.1500015258789,1377700,65.61000061035156,65.61000061035156,1
2021-09-03,64.94999694824219,65.4800033569336,1156700,65.52999877929688,64.95999908447266,0
2021-09-07,63.43999862670898,64.77999877929688,1316500,64.81999969482422,63.52000045776367,0
2021-09-08,63.38999938964844,63.5099983215332,1308200,65.0199966430664,64.72000122070312,1
2021-09-09,64.31999969482422,64.69000244140625,774600,64.83000183105469,64.44000244140625,0
2021-09-10,63.59000015258789,64.3499984741211,1442400,64.48999786376953,63.61000061035156,0
2021-09-13,62.86000061035156,64.08999633789062,1190100,64.16000366210938,63.0,0
2021-09-14,63.0,63.290000915527344,2110700,63.52000045776367,63.18000030517578,0
2021-09-15,62.5099983215332,62.86000061035156,3268500,63.4900016784668,62.79999923706055,0
2021-09-16,62.38999938964844,62.79999923706055,1241100,63.18000030517578,62.47999954223633,0
2021-09-17,61.5099983215332,62.33000183105469,3026000,62.619998931884766,61.65999984741211,0
2021-09-20,61.119998931884766,61.61000061035156,1667200,62.25,61.83000183105469,1
2021-09-21,61.52000045776367,62.09999847412109,1354100,62.27999877929688,61.65999984741211,0
2021-09-22,61.11000061035156,61.810001373291016,988600,61.880001068115234,61.4900016784668,0
2021-09-23,60.59000015258789,61.5099983215332,1458700,61.869998931884766,60.65999984741211,0
2021-09-24,60.650001525878906,60.7400016784668,968400,61.2400016784668,60.7599983215332,1
2021-09-27,59.369998931884766,60.84999847412109,1696100,61.34000015258789,59.459999084472656,0
2021-09-28,58.5099983215332,59.41999816894531,1441500,59.61000061035156,58.86000061035156,0
2021-09-29,58.77999877929688,58.880001068115234,1118300,60.27999877929688,59.84999847412109,1
2021-09-30,59.5,59.93000030517578,2140700,60.209999084472656,59.72999954223633,0
2021-10-01,59.68999862670898,60.25,1468400,60.38999938964844,59.72999954223633,0
2021-10-04,59.59000015258789,59.619998931884766,1573800,61.20000076293945,60.869998931884766,1
2021-10-05,60.16999816894531,61.0,2333200,61.040000915527344,60.369998931884766,0
2021-10-06,59.970001220703125,60.22999954223633,921300,61.27000045776367,61.220001220703125,1
2021-10-07,60.400001525878906,61.2400016784668,1102900,61.70000076293945,60.56999969482422,0
2021-10-08,60.0,60.43999862670898,793100,60.5099983215332,60.150001525878906,0
2021-10-11,59.209999084472656,60.11000061035156,1029100,60.36000061035156,59.34999847412109,0
2021-10-12,59.18999862670898,59.290000915527344,1695900,59.88999938964844,59.7400016784668,1
2021-10-13,59.52999877929688,59.630001068115234,1426400,60.72999954223633,60.630001068115234,1
2021-10-14,60.630001068115234,60.810001373291016,1269300,61.43000030517578,60.93999862670898,1
2021-10-15,60.09000015258789,61.18000030517578,1508700,61.22999954223633,60.29999923706055,0
2021-10-18,59.09999847412109,59.650001525878906,2546900,59.65999984741211,59.54999923706055,0
2021-10-19,59.619998931884766,59.9900016784668,867100,60.29999923706055,60.2400016784668,1
2021-10-20,60.310001373291016,60.52000045776367,873900,61.150001525878906,60.790000915527344,1
2021-10-21,60.59999847412109,60.9900016784668,949200,61.04999923706055,60.79999923706055,0
2021-10-22,60.81999969482422,60.9900016784668,655600,61.220001220703125,61.060001373291016,1
2021-10-25,60.150001525878906,61.060001373291016,968200,61.08000183105469,60.25,0
2021-10-26,60.130001068115234,60.2599983215332,853400,60.86000061035156,60.59999847412109,1
2021-10-27,59.66999816894531,60.84999847412109,1358300,60.880001068115234,60.34999847412109,0
2021-10-28,59.900001525878906,60.2599983215332,1377600,61.0,60.720001220703125,1
2021-10-29,60.119998931884766,60.560001373291016,1130700,61.08000183105469,60.34999847412109,0
2021-11-01,59.97999954223633,60.34999847412109,1102000,60.650001525878906,60.290000915527344,0
2021-11-02,59.88999938964844,60.52999877929688,977900,60.630001068115234,60.43999862670898,0
2021-11-03,59.650001525878906,60.38999938964844,1474400,60.88999938964844,60.150001525878906,0
2021-11-04,59.209999084472656,59.77000045776367,1640700,60.13999938964844,60.02000045776367,1
2021-11-05,60.02999877929688,60.18000030517578,1275400,60.9900016784668,60.52000045776367,1
2021-11-08,59.41999816894531,60.5099983215332,1361900,60.59000015258789,59.56999969482422,0
2021-11-09,59.65999984741211,59.72999954223633,949300,60.310001373291016,60.06999969482422,1
2021-11-10,60.15999984741211,60.25,1129100,60.95000076293945,60.88999938964844,1
2021-11-11,59.97999954223633,60.70000076293945,1084000,60.869998931884766,60.08000183105469,0
2021-11-12,59.95000076293945,60.15999984741211,1211500,60.34999847412109,60.0,0
2021-11-15,60.09000015258789,60.34999847412109,1071000,61.18000030517578,61.16999816894531,1
2021-11-16,60.5,61.209999084472656,1158500,61.29999923706055,60.52999877929688,0
2021-11-17,60.04999923706055,60.400001525878906,1057800,61.060001373291016,60.93999862670898,1
2021-11-18,60.290000915527344,60.93999862670898,841400,60.959999084472656,60.45000076293945,0
2021-11-19,60.43000030517578,60.68999862670898,1162600,60.9900016784668,60.900001525878906,1
2021-11-22,60.43000030517578,60.81999969482422,1105300,61.650001525878906,61.63999938964844,1
2021-11-23,61.09999847412109,61.77000045776367,772800,61.84000015258789,61.310001373291016,0
2021-11-24,60.900001525878906,61.27999877929688,644700,61.34999847412109,61.040000915527344,0
2021-11-26,60.060001373291016,60.68999862670898,789700,61.04999923706055,60.130001068115234,0
2021-11-29,59.900001525878906,60.33000183105469,1160000,61.25,61.130001068115234,1
2021-11-30,58.810001373291016,60.709999084472656,3459500,60.86000061035156,58.84999847412109,0
2021-12-01,58.97999954223633,59.18000030517578,1676300,60.220001220703125,59.0,0
2021-12-02,59.220001220703125,59.220001220703125,1365000,60.119998931884766,59.560001373291016,1
2021-12-03,59.36000061035156,59.93000030517578,1216700,60.84999847412109,60.7599983215332,1
2021-12-06,61.040000915527344,61.29999923706055,1373600,62.31999969482422,61.56999969482422,1
2021-12-07,61.09999847412109,61.36000061035156,1477900,62.08000183105469,62.02999877929688,1
2021-12-08,61.619998931884766,62.09000015258789,727100,62.54999923706055,61.880001068115234,0
2021-12-09,61.5099983215332,62.04999923706055,878100,62.5099983215332,62.150001525878906,1
2021-12-10,61.9900016784668,62.31999969482422,1185700,62.83000183105469,62.52999877929688,1
2021-12-13,62.68000030517578,62.709999084472656,1621000,64.13999938964844,63.7400016784668,1
2021-12-14,63.36000061035156,63.84000015258789,1413800,63.9900016784668,63.470001220703125,0
2021-12-15,63.68000030517578,63.68000030517578,1497900,64.98999786376953,64.87999725341797,1
2021-12-16,64.76000213623047,64.79000091552734,1227900,65.6500015258789,65.41000366210938,1
2021-12-17,64.08999633789062,64.4800033569336,3035500,65.41000366210938,64.18000030517578,0
2021-12-20,63.2599983215332,63.720001220703125,1343400,64.69000244140625,64.5199966430664,1
2021-12-21,63.470001220703125,64.8499984741211,1184200,65.12000274658203,63.72999954223633,0
2021-12-22,63.41999816894531,63.459999084472656,955800,64.1500015258789,63.709999084472656,1
2021-12-23,63.43999862670898,63.81999969482422,876300,64.0,63.52000045776367,0
2021-12-27,63.2400016784668,63.5,649200,63.959999084472656,63.90999984741211,1
2021-12-28,63.869998931884766,64.18000030517578,626400,64.54000091552734,64.54000091552734,1
2021-12-29,64.5,64.66000366210938,985300,65.27999877929688,65.19000244140625,1
2021-12-30,64.63999938964844,65.38999938964844,670000,65.41999816894531,65.0999984741211,0
2021-12-31,64.63999938964844,65.12000274658203,784500,65.33000183105469,65.05000305175781,0
2022-01-03,64.0,64.9800033569336,1222800,65.16000366210938,64.70999908447266,0
2022-01-04,64.5199966430664,64.5199966430664,1220400,65.61000061035156,64.5999984741211,1
2022-01-05,64.52999877929688,64.52999877929688,1706400,65.77999877929688,65.4000015258789,1
2022-01-06,64.4000015258789,65.33999633789062,1730500,65.62999725341797,64.66000366210938,0
2022-01-07,63.97999954223633,64.37999725341797,1401600,65.36000061035156,65.08000183105469,1
2022-01-10,64.58000183105469,65.05000305175781,1206700,65.4000015258789,64.77999877929688,0
2022-01-11,63.470001220703125,64.83999633789062,1506200,64.93000030517578,63.869998931884766,0
2022-01-12,63.29999923706055,63.4900016784668,1516500,64.16999816894531,64.12000274658203,1
2022-01-13,63.97999954223633,64.0999984741211,2117500,64.87000274658203,64.37000274658203,1
2022-01-14,63.45000076293945,64.30999755859375,2300600,64.41999816894531,63.75,0
2022-01-18,62.20000076293945,63.459999084472656,1764700,63.59999847412109,63.18000030517578,0
2022-01-19,62.93000030517578,63.2599983215332,1086400,64.05000305175781,63.43999862670898,1
2022-01-20,63.27000045776367,63.59000015258789,1208000,64.18000030517578,63.52999877929688,0
2022-01-21,63.59999847412109,64.08000183105469,1668000,64.62000274658203,63.7400016784668,0
2022-01-24,61.18999862670898,63.720001220703125,2453600,64.0999984741211,62.59999847412109,0
2022-01-25,61.790000915527344,61.9900016784668,2139700,63.11000061035156,62.56999969482422,1
2022-01-26,61.91999816894531,62.65999984741211,1735400,63.25,62.34999847412109,0
2022-01-27,62.54999923706055,62.86000061035156,1837700,63.68000030517578,63.18999862670898,1
2022-01-28,62.59999847412109,62.869998931884766,2181100,63.91999816894531,63.84000015258789,1
2022-01-31,63.150001525878906,63.38999938964844,1821500,64.43000030517578,64.37999725341797,1
2022-02-01,62.84000015258789,64.16999816894531,1542700,64.58999633789062,63.33000183105469,0
2022-02-02,62.95000076293945,63.27999877929688,2289100,64.13999938964844,63.970001220703125,1
2022-02-03,63.959999084472656,64.5199966430664,3139400,65.25,64.6500015258789,1
2022-02-04,63.97999954223633,64.2300033569336,1930600,65.38999938964844,64.68000030517578,1
2022-02-07,64.18000030517578,64.7300033569336,1989300,65.12000274658203,64.91999816894531,1
2022-02-08,64.66000366210938,65.30999755859375,1987400,65.44999694824219,64.94000244140625,0
2022-02-09,64.4800033569336,65.33000183105469,1939900,65.37000274658203,64.81999969482422,0
2022-02-10,62.27999877929688,64.0,1551700,64.01000213623047,62.47999954223633,0
2022-02-11,62.43000030517578,62.619998931884766,2154400,63.459999084472656,63.09999847412109,1
2022-02-14,61.83000183105469,63.29999923706055,1284300,63.4900016784668,62.38999938964844,0
2022-02-15,61.68999862670898,62.52999877929688,1646900,62.880001068115234,61.84999847412109,0
2022-02-16,61.45000076293945,62.0099983215332,1671500,62.310001373291016,61.91999816894531,0
2022-02-17,61.34999847412109,61.93999862670898,1200800,62.68000030517578,62.400001525878906,1
2022-02-18,61.900001525878906,62.20000076293945,1492200,62.959999084472656,62.5099983215332,1
2022-02-22,62.15999984741211,62.97999954223633,2425600,63.13999938964844,62.68999862670898,0
2022-02-23,61.93999862670898,62.83000183105469,1949400,62.90999984741211,62.0099983215332,0
2022-02-24,61.15999984741211,61.72999954223633,2140300,62.150001525878906,61.970001220703125,1
2022-02-25,62.38999938964844,62.650001525878906,2660000,64.43000030517578,64.13999938964844,1
2022-02-28,63.29999923706055,63.560001373291016,2817500,64.2300033569336,64.01000213623047,1
2022-03-01,63.13999938964844,64.23999786376953,1742100,64.7699966430664,63.630001068115234,0
2022-03-02,63.400001525878906,63.790000915527344,1829600,64.66999816894531,64.4800033569336,1
2022-03-03,64.54000091552734,64.54000091552734,1969400,65.70999908447266,65.27999877929688,1
2022-03-04,64.95999908447266,65.13999938964844,1656700,67.0,67.0,1
2022-03-07,66.47000122070312,67.0199966430664,2196200,67.43000030517578,66.9800033569336,0
2022-03-08,65.88999938964844,67.27999877929688,2043700,67.62999725341797,65.91999816894531,0
2022-03-09,65.12000274658203,66.33000183105469,2225900,66.5199966430664,65.22000122070312,0
2022-03-10,64.80999755859375,65.08000183105469,2739600,66.19999694824219,66.05000305175781,1
2022-03-11,65.70999908447266,65.8499984741211,1525700,66.7300033569336,65.95999908447266,1
2022-03-14,65.62999725341797,66.29000091552734,2179800,66.76000213623047,66.16999816894531,0
2022-03-15,66.2699966430664,66.83000183105469,2657000,67.56999969482422,67.25,1
2022-03-16,65.36000061035156,67.08000183105469,2402600,67.30999755859375,66.47000122070312,0
2022-03-17,66.19999694824219,66.5199966430664,2583900,67.2300033569336,66.81999969482422,1
2022-03-18,65.9800033569336,66.81999969482422,5173900,67.0,66.19999694824219,0
2022-03-21,66.25,66.37000274658203,1771400,67.4800033569336,66.98999786376953,1
2022-03-22,66.79000091552734,67.19000244140625,2306600,67.41999816894531,67.01000213623047,0
2022-03-23,66.6500015258789,67.05999755859375,2072700,68.12000274658203,67.63999938964844,1
2022-03-24,67.62000274658203,67.63999938964844,2067100,68.61000061035156,68.05000305175781,1
2022-03-25,68.11000061035156,68.19999694824219,1706900,69.05000305175781,68.91999816894531,1
2022-03-28,68.12999725341797,69.0,1402800,69.12000274658203,69.12000274658203,1
2022-03-29,68.58000183105469,69.13999938964844,1736700,69.43000030517578,69.41000366210938,1
2022-03-30,69.18000030517578,69.58000183105469,1980200,69.98999786376953,69.98999786376953,1
2022-03-31,69.66000366210938,70.0,2226600,70.62000274658203,69.94000244140625,0
2022-04-01,69.5199966430664,69.72000122070312,1672100,71.20999908447266,71.0999984741211,1
