Date,Open,High,Low,Close,Adj Close,Volume
2021-10-20,3.860000,4.070000,3.800000,4.010000,4.010000,2342700
2021-10-21,3.980000,4.080000,3.860000,4.020000,4.020000,1637500
2021-10-22,3.950000,3.980000,3.660000,3.950000,3.950000,1989400
2021-10-25,4.010000,4.060000,3.840000,3.860000,3.860000,1308300
2021-10-26,3.810000,3.870000,3.680000,3.750000,3.750000,1423600
2021-10-27,3.700000,3.760000,3.560000,3.620000,3.620000,773600
2021-10-28,3.560000,3.640000,3.330000,3.450000,3.450000,1389000
2021-10-29,3.410000,3.480000,3.300000,3.410000,3.410000,949300
2021-11-01,3.470000,3.600000,3.450000,3.520000,3.520000,844600
2021-11-02,3.570000,3.580000,3.350000,3.480000,3.480000,635300
2021-11-03,3.400000,3.580000,3.370000,3.480000,3.480000,690200
2021-11-04,3.500000,3.570000,3.370000,3.440000,3.440000,587400
2021-11-05,3.490000,3.570000,3.400000,3.510000,3.510000,691300
2021-11-08,3.540000,3.660000,3.440000,3.450000,3.450000,616600
2021-11-09,3.450000,3.480000,3.320000,3.350000,3.350000,697900
2021-11-10,3.340000,3.350000,3.050000,3.140000,3.140000,1406200
2021-11-11,3.010000,3.230000,3.010000,3.190000,3.190000,850200
2021-11-12,3.200000,3.220000,3.110000,3.130000,3.130000,893100
2021-11-15,3.160000,3.200000,2.900000,3.030000,3.030000,1574100
2021-11-16,3.020000,3.020000,2.890000,2.900000,2.900000,958300
2021-11-17,2.840000,3.020000,2.790000,2.830000,2.830000,847800
2021-11-18,2.710000,2.830000,2.600000,2.770000,2.770000,1511700
2021-11-19,2.700000,2.710000,2.600000,2.670000,2.670000,776700
2021-11-22,2.720000,3.020000,2.720000,2.950000,2.950000,1321400
2021-11-23,2.960000,3.310000,2.960000,3.240000,3.240000,1467600
2021-11-24,3.240000,3.440000,3.200000,3.290000,3.290000,930600
2021-11-26,2.950000,3.170000,2.950000,3.140000,3.140000,704500
2021-11-29,3.230000,3.370000,3.110000,3.150000,3.150000,467700
2021-11-30,3.050000,3.200000,2.940000,3.160000,3.160000,850700
2021-12-01,3.230000,3.260000,2.940000,2.960000,2.960000,784400
2021-12-02,2.960000,3.240000,2.940000,3.220000,3.220000,628300
2021-12-03,3.250000,3.320000,3.090000,3.170000,3.170000,681900
2021-12-06,3.170000,3.310000,3.100000,3.250000,3.250000,385400
2021-12-07,3.310000,3.450000,3.250000,3.390000,3.390000,530100
2021-12-08,3.380000,3.440000,3.280000,3.290000,3.290000,746700
2021-12-09,3.200000,3.250000,3.060000,3.100000,3.100000,737200
2021-12-10,3.130000,3.160000,2.990000,3.110000,3.110000,656300
2021-12-13,3.060000,3.080000,2.940000,2.990000,2.990000,680600
2021-12-14,2.980000,3.060000,2.920000,2.940000,2.940000,372100
2021-12-15,2.920000,3.040000,2.790000,3.000000,3.000000,650100
2021-12-16,3.010000,3.140000,2.980000,3.090000,3.090000,1405400
2021-12-17,2.980000,3.050000,2.930000,2.940000,2.940000,970200
2021-12-20,2.880000,2.910000,2.760000,2.880000,2.880000,813600
2021-12-21,3.000000,3.120000,2.960000,3.070000,3.070000,623500
2021-12-22,3.080000,3.200000,3.000000,3.170000,3.170000,343100
2021-12-23,3.170000,3.260000,3.100000,3.220000,3.220000,415700
2021-12-27,3.220000,3.480000,3.130000,3.420000,3.420000,568500
2021-12-28,3.420000,3.480000,3.310000,3.310000,3.310000,277500
2021-12-29,3.290000,3.330000,3.170000,3.170000,3.170000,419100
2021-12-30,3.200000,3.260000,3.110000,3.110000,3.110000,405700
2021-12-31,3.100000,3.150000,3.050000,3.110000,3.110000,262000
2022-01-03,3.150000,3.480000,3.110000,3.480000,3.480000,924700
2022-01-04,3.520000,3.640000,3.460000,3.540000,3.540000,793500
2022-01-05,3.550000,3.670000,3.310000,3.370000,3.370000,599400
2022-01-06,3.510000,3.610000,3.450000,3.480000,3.480000,469700
2022-01-07,3.500000,3.540000,3.430000,3.450000,3.450000,276100
2022-01-10,3.470000,3.470000,3.330000,3.360000,3.360000,342200
2022-01-11,3.410000,3.730000,3.330000,3.660000,3.660000,629200
2022-01-12,3.710000,3.780000,3.630000,3.690000,3.690000,341800
2022-01-13,3.750000,3.830000,3.560000,3.580000,3.580000,508200
2022-01-14,3.550000,3.890000,3.530000,3.870000,3.870000,571900
2022-01-18,3.920000,4.140000,3.740000,3.770000,3.770000,1113300
2022-01-19,3.820000,3.900000,3.710000,3.800000,3.800000,524000
2022-01-20,3.800000,3.960000,3.670000,3.720000,3.720000,515100
2022-01-21,3.610000,3.680000,3.400000,3.450000,3.450000,969500
2022-01-24,3.300000,3.400000,3.100000,3.380000,3.380000,1240400
2022-01-25,3.320000,3.700000,3.260000,3.640000,3.640000,745900
2022-01-26,3.760000,3.950000,3.640000,3.760000,3.760000,984200
2022-01-27,3.920000,3.920000,3.570000,3.650000,3.650000,611700
2022-01-28,3.620000,3.690000,3.520000,3.600000,3.600000,419200
2022-01-31,3.570000,3.830000,3.490000,3.730000,3.730000,782700
2022-02-01,3.690000,3.950000,3.670000,3.950000,3.950000,516000
2022-02-02,3.900000,3.920000,3.750000,3.890000,3.890000,329000
2022-02-03,3.810000,3.960000,3.780000,3.920000,3.920000,500400
2022-02-04,3.980000,4.240000,3.980000,4.210000,4.210000,1154000
2022-02-07,4.240000,4.410000,4.140000,4.260000,4.260000,860900
2022-02-08,4.210000,4.250000,3.920000,3.950000,3.950000,1074700
2022-02-09,3.950000,4.260000,3.950000,4.240000,4.240000,390100
2022-02-10,4.220000,4.470000,4.130000,4.300000,4.300000,549300
2022-02-11,4.410000,4.670000,4.350000,4.620000,4.620000,1077400
2022-02-14,4.690000,4.750000,4.500000,4.570000,4.570000,968200
2022-02-15,4.410000,4.500000,4.310000,4.460000,4.460000,391300
2022-02-16,4.520000,4.940000,4.480000,4.750000,4.750000,617300
2022-02-17,4.810000,4.940000,4.690000,4.780000,4.780000,469200
2022-02-18,4.730000,4.810000,4.660000,4.740000,4.740000,407200
2022-02-22,4.840000,4.890000,4.490000,4.600000,4.600000,751900
2022-02-23,4.680000,4.790000,4.500000,4.530000,4.530000,563600
2022-02-24,4.650000,4.740000,4.440000,4.720000,4.720000,737000
2022-02-25,4.700000,4.720000,4.510000,4.700000,4.700000,390200
2022-02-28,4.720000,4.940000,4.700000,4.850000,4.850000,1207700
2022-03-01,4.980000,5.090000,4.790000,4.850000,4.850000,1149300
2022-03-02,4.880000,5.180000,4.820000,5.080000,5.080000,894000
2022-03-03,5.040000,5.080000,4.880000,4.960000,4.960000,772400
2022-03-04,4.950000,5.530000,4.920000,5.480000,5.480000,1046200
2022-03-07,5.800000,6.140000,5.560000,5.650000,5.650000,1897400
2022-03-08,5.820000,5.930000,5.300000,5.320000,5.320000,1442100
2022-03-09,5.050000,5.420000,4.810000,5.390000,5.390000,1151800
2022-03-10,5.710000,6.250000,5.580000,6.000000,6.000000,2305900
2022-03-11,5.840000,6.330000,5.800000,6.120000,6.120000,1253000
2022-03-14,6.050000,6.060000,5.580000,5.630000,5.630000,1449400
2022-03-15,5.320000,5.550000,4.970000,5.400000,5.400000,1264000
2022-03-16,5.400000,5.660000,5.350000,5.460000,5.460000,765100
2022-03-17,5.600000,5.920000,5.600000,5.790000,5.790000,881800
2022-03-18,5.710000,5.780000,5.510000,5.530000,5.530000,649000
2022-03-21,5.670000,6.070000,5.670000,5.880000,5.880000,1065300
2022-03-22,5.860000,6.120000,5.840000,6.120000,6.120000,862600
2022-03-23,6.260000,6.670000,6.220000,6.280000,6.280000,1269100
2022-03-24,6.210000,6.400000,6.090000,6.310000,6.310000,574300
2022-03-25,6.210000,6.330000,6.090000,6.310000,6.310000,753300
2022-03-28,6.170000,6.200000,5.710000,5.930000,5.930000,1262700
2022-03-29,5.690000,5.780000,5.530000,5.700000,5.700000,964600
2022-03-30,5.820000,5.980000,5.520000,5.580000,5.580000,930500
2022-03-31,5.480000,5.730000,5.440000,5.500000,5.500000,824000
2022-04-01,5.470000,6.000000,5.470000,5.780000,5.780000,1129500
2022-04-04,5.900000,6.090000,5.890000,6.070000,6.070000,605600
2022-04-05,6.090000,6.160000,5.790000,5.810000,5.810000,658600
2022-04-06,5.760000,5.950000,5.570000,5.680000,5.680000,650800
2022-04-07,5.750000,5.950000,5.510000,5.920000,5.920000,710800
2022-04-08,5.920000,6.290000,5.900000,6.210000,6.210000,668400
2022-04-11,6.060000,6.110000,5.840000,6.020000,6.020000,409900
2022-04-12,6.200000,6.470000,6.100000,6.110000,6.110000,667600
2022-04-13,6.250000,6.380000,6.150000,6.270000,6.270000,659500
2022-04-14,6.290000,6.980000,6.170000,6.920000,6.920000,1191900
2022-04-18,6.930000,7.330000,6.890000,7.240000,7.240000,888200
2022-04-19,7.180000,7.180000,6.830000,7.100000,7.100000,667400
2022-04-20,7.170000,7.440000,7.060000,7.300000,7.300000,545500
2022-04-21,7.400000,7.410000,6.820000,7.050000,7.050000,730100
2022-04-22,6.990000,7.150000,6.620000,6.620000,6.620000,972000
2022-04-25,6.260000,6.680000,6.080000,6.570000,6.570000,1344800
2022-04-26,6.570000,6.880000,6.440000,6.460000,6.460000,751300
2022-04-27,6.500000,6.760000,6.280000,6.650000,6.650000,923400
2022-04-28,6.770000,6.980000,6.300000,6.910000,6.910000,819300
2022-04-29,6.920000,7.100000,6.620000,6.680000,6.680000,1198000
2022-05-02,6.530000,6.690000,6.190000,6.670000,6.670000,1102700
2022-05-03,6.690000,7.200000,6.690000,7.090000,7.090000,702700
2022-05-04,7.270000,7.640000,7.060000,7.620000,7.620000,970800
2022-05-05,7.530000,7.660000,7.060000,7.420000,7.420000,1094500
2022-05-06,7.500000,7.760000,7.250000,7.510000,7.510000,1212700
2022-05-09,7.310000,7.310000,6.430000,6.450000,6.450000,1247600
2022-05-10,6.660000,6.670000,5.930000,6.180000,6.180000,1487200
