Date,Low,Open,Volume,High,Close,Adjusted Close
15-11-2005,7.071675777435303,7.087663173675537,5254,7.327470779418945,7.087663173675537,1.3855102062225342
16-11-2005,7.082334041595459,7.156940937042236,13323,7.1622700691223145,7.156940937042236,1.3990529775619507
17-11-2005,7.135624885559082,7.284839153289795,13136,7.284839153289795,7.284839153289795,1.4240549802780151
18-11-2005,7.1729278564453125,7.263523101806641,17451,7.279510021209717,7.263523101806641,1.4198874235153198
21-11-2005,7.311483860015869,7.391419887542725,124600,7.418066024780273,7.391419887542725,1.4448888301849365
22-11-2005,7.343459129333496,7.524647235870361,9758,7.524647235870361,7.524647235870361,1.470933198928833
23-11-2005,7.482014179229736,7.513988971710205,9383,7.513988971710205,7.513988971710205,1.468849539756775
25-11-2005,7.871037006378174,7.871037006378174,938,7.871037006378174,7.871037006378174,1.5386464595794678
28-11-2005,7.839062213897705,8.174793243408203,13698,8.313348770141602,8.174793243408203,1.6188489198684692
29-11-2005,8.21209716796875,8.21209716796875,11071,8.350652694702148,8.21209716796875,1.6262367963790894
30-11-2005,8.371969223022461,8.713029861450195,5442,8.713029861450195,8.713029861450195,1.7254352569580078
01-12-2005,8.201438903808594,8.430588722229004,9570,8.430588722229004,8.430588722229004,1.6695038080215454
02-12-2005,8.302691459655762,8.377298355102539,3753,8.377298355102539,8.377298355102539,1.6589500904083252
05-12-2005,8.180123329162598,8.201438903808594,3378,8.201438903808594,8.201438903808594,1.6241250038146973
06-12-2005,8.217426300048828,8.238741874694824,751,8.238741874694824,8.238741874694824,1.6315128803253174
07-12-2005,8.238741874694824,8.238741874694824,751,8.238741874694824,8.238741874694824,1.6315128803253174
08-12-2005,8.14281940460205,8.15347671508789,4316,8.180123329162598,8.15347671508789,1.614628553390503
09-12-2005,8.14281940460205,8.206768035888672,4504,8.244071006774902,8.206768035888672,1.6251810789108276
12-12-2005,8.270716667175293,8.297362327575684,4128,8.297362327575684,8.297362327575684,1.643121600151062
13-12-2005,8.297362327575684,8.324007034301758,5817,8.414602279663086,8.324007034301758,1.6483972072601318
14-12-2005,8.387955665588379,8.44124698638916,4879,8.44124698638916,8.44124698638916,1.6716140508651733
15-12-2005,8.44124698638916,8.44124698638916,4879,8.44124698638916,8.44124698638916,1.6716140508651733
16-12-2005,8.350652694702148,8.355981826782227,6192,8.355981826782227,8.355981826782227,1.6547298431396484
19-12-2005,8.355981826782227,8.355981826782227,1126,8.355981826782227,8.355981826782227,1.6547298431396484
20-12-2005,8.270716667175293,8.270716667175293,188,8.270716667175293,8.270716667175293,1.6378451585769653
21-12-2005,8.265387535095215,8.339995384216309,9383,8.377298355102539,8.339995384216309,1.6515638828277588
22-12-2005,8.260059356689453,8.260059356689453,563,8.350652694702148,8.260059356689453,1.635733723640442
23-12-2005,8.292033195495605,8.313348770141602,1314,8.313348770141602,8.313348770141602,1.6462873220443726
27-12-2005,8.313348770141602,8.313348770141602,1314,8.313348770141602,8.313348770141602,1.6462873220443726
28-12-2005,8.238741874694824,8.238741874694824,1689,8.238741874694824,8.238741874694824,1.6516281366348267
29-12-2005,8.244071006774902,8.244071006774902,1501,8.276045799255371,8.244071006774902,1.6526962518692017
30-12-2005,8.270716667175293,8.270716667175293,1689,8.286704063415527,8.270716667175293,1.6580387353897095
03-01-2006,8.366640090942383,8.393284797668457,25896,8.51052474975586,8.393284797668457,1.682610273361206
04-01-2006,8.377298355102539,8.377298355102539,4691,8.451905250549316,8.377298355102539,1.6794040203094482
05-01-2006,8.361310958862305,8.361310958862305,1689,8.398613929748535,8.361310958862305,1.6761996746063232
06-01-2006,8.313348770141602,8.371969223022461,13886,8.435917854309082,8.371969223022461,1.6783363819122314
09-01-2006,8.435917854309082,8.435917854309082,2627,8.457234382629395,8.435917854309082,1.6911568641662598
10-01-2006,8.435917854309082,8.435917854309082,2439,8.435917854309082,8.435917854309082,1.6911568641662598
11-01-2006,8.425259590148926,8.425259590148926,751,8.425259590148926,8.425259590148926,1.6890195608139038
12-01-2006,8.425259590148926,8.425259590148926,563,8.425259590148926,8.425259590148926,1.6890195608139038
13-01-2006,8.494538307189941,8.494538307189941,563,8.494538307189941,8.494538307189941,1.7029081583023071
17-01-2006,8.553156852722168,8.569145202636719,7694,8.638422966003418,8.569145202636719,1.7178646326065063
18-01-2006,8.569145202636719,8.569145202636719,7694,8.569145202636719,8.569145202636719,1.7178646326065063
19-01-2006,8.713029861450195,8.750332832336426,751,8.750332832336426,8.750332832336426,1.7541881799697876
20-01-2006,8.76632022857666,8.76632022857666,375,8.76632022857666,8.76632022857666,1.7573919296264648
23-01-2006,8.76632022857666,8.76632022857666,0,8.76632022857666,8.76632022857666,1.7573919296264648
24-01-2006,8.79296588897705,8.819610595703125,2815,8.819610595703125,8.819610595703125,1.7680753469467163
25-01-2006,8.840927124023438,8.86224365234375,938,8.86224365234375,8.86224365234375,1.7766222953796387
26-01-2006,8.867572784423828,8.867572784423828,1126,8.867572784423828,8.867572784423828,1.7776920795440674
27-01-2006,8.840927124023438,8.920863151550293,14261,8.926192283630371,8.920863151550293,1.8094524145126343
30-01-2006,8.89954662322998,8.974154472351074,3002,8.99547004699707,8.974154472351074,1.820261001586914
31-01-2006,8.95816707611084,8.984811782836914,3753,8.984811782836914,8.984811782836914,1.8224238157272339
01-02-2006,8.867572784423828,8.95816707611084,5442,8.984811782836914,8.95816707611084,1.8170192241668701
02-02-2006,8.83559799194336,8.83559799194336,1126,8.83559799194336,8.83559799194336,1.7921569347381592
03-02-2006,8.787636756896973,8.787636756896973,3753,8.856913566589355,8.787636756896973,1.7824301719665527
06-02-2006,8.734346389770508,8.734346389770508,188,8.734346389770508,8.734346389770508,1.7716201543807983
07-02-2006,8.643752098083496,8.707700729370117,1501,8.72901725769043,8.707700729370117,1.7662163972854614
08-02-2006,8.617106437683105,8.787636756896973,4316,8.787636756896973,8.787636756896973,1.7824301719665527
09-02-2006,8.755661964416504,8.867572784423828,11259,8.920863151550293,8.867572784423828,1.7986444234848022
10-02-2006,8.760991096496582,8.760991096496582,188,8.760991096496582,8.760991096496582,1.7770248651504517
13-02-2006,8.617106437683105,8.617106437683105,4504,8.622434616088867,8.617106437683105,1.7478398084640503
14-02-2006,8.371969223022461,8.371969223022461,2252,8.483880043029785,8.371969223022461,1.6981176137924194
15-02-2006,8.53717041015625,8.53717041015625,751,8.53717041015625,8.53717041015625,1.7316269874572754
16-02-2006,8.611777305603027,8.611777305603027,751,8.611777305603027,8.611777305603027,1.7467588186264038
17-02-2006,8.60644817352295,8.617106437683105,2252,8.675725936889648,8.617106437683105,1.7478398084640503
21-02-2006,8.63309383392334,8.659738540649414,563,8.659738540649414,8.659738540649414,1.7564870119094849
22-02-2006,8.622434616088867,8.686384201049805,4879,8.686384201049805,8.686384201049805,1.7618916034698486
23-02-2006,8.430588722229004,8.430588722229004,1689,8.489209175109863,8.430588722229004,1.7100083827972412
24-02-2006,8.430588722229004,8.643752098083496,7506,8.643752098083496,8.643752098083496,1.7749937772750854
27-02-2006,8.681055068969727,8.681055068969727,2252,8.771649360656738,8.681055068969727,1.7826532125473022
28-02-2006,8.649081230163574,8.771649360656738,5442,8.856913566589355,8.771649360656738,1.801257610321045
01-03-2006,8.76632022857666,8.76632022857666,2627,8.840927124023438,8.76632022857666,1.8001635074615479
02-03-2006,8.7769775390625,8.7769775390625,1314,8.7769775390625,8.7769775390625,1.802351951599121
03-03-2006,8.86224365234375,8.883560180664062,938,8.883560180664062,8.883560180664062,1.8242374658584595
06-03-2006,8.659738540649414,8.675725936889648,10884,8.883560180664062,8.675725936889648,1.7815594673156738
07-03-2006,8.49986743927002,8.526512145996094,2815,8.579803466796875,8.526512145996094,1.750917911529541
08-03-2006,8.44124698638916,8.51052474975586,4879,8.521183013916016,8.51052474975586,1.7476348876953125
09-03-2006,8.446576118469238,8.54782772064209,5254,8.569145202636719,8.54782772064209,1.7552955150604248
10-03-2006,8.398613929748535,8.398613929748535,1501,8.419931411743164,8.398613929748535,1.7246543169021606
13-03-2006,8.28137493133545,8.31867790222168,12948,8.339995384216309,8.31867790222168,1.7082397937774658
14-03-2006,8.292033195495605,8.329337120056152,6943,8.414602279663086,8.329337120056152,1.7104278802871704
15-03-2006,8.33466625213623,8.33466625213623,3753,8.435917854309082,8.33466625213623,1.7115228176116943
16-03-2006,8.366640090942383,8.366640090942383,3190,8.3826265335083,8.366640090942383,1.7180887460708618
17-03-2006,8.467891693115234,8.49986743927002,9383,8.49986743927002,8.49986743927002,1.7454472780227661
20-03-2006,8.270716667175293,8.494538307189941,2627,8.494538307189941,8.494538307189941,1.7443535327911377
21-03-2006,8.34532356262207,8.505195617675781,2627,8.505195617675781,8.505195617675781,1.746540904045105
22-03-2006,8.313348770141602,8.313348770141602,5630,8.47854995727539,8.313348770141602,1.707145094871521
23-03-2006,8.339995384216309,8.339995384216309,751,8.339995384216309,8.339995384216309,1.7126179933547974
24-03-2006,8.425259590148926,8.425259590148926,751,8.425259590148926,8.425259590148926,1.730126142501831
27-03-2006,8.3826265335083,8.409273147583008,8632,8.467891693115234,8.409273147583008,1.7268434762954712
28-03-2006,8.409273147583008,8.409273147583008,4879,8.430588722229004,8.409273147583008,1.7268434762954712
29-03-2006,8.44124698638916,8.446576118469238,8632,8.457234382629395,8.446576118469238,1.7560758590698242
30-03-2006,8.542498588562012,8.590460777282715,9758,8.611777305603027,8.590460777282715,1.7859892845153809
31-03-2006,8.553156852722168,8.574474334716797,3753,8.574474334716797,8.574474334716797,1.7826672792434692
03-04-2006,8.473220825195312,8.473220825195312,13323,8.553156852722168,8.473220825195312,1.7616150379180908
04-04-2006,8.457234382629395,8.494538307189941,3002,8.595789909362793,8.494538307189941,1.7660468816757202
05-04-2006,8.494538307189941,8.494538307189941,0,8.494538307189941,8.494538307189941,1.7660468816757202
06-04-2006,8.60644817352295,8.627763748168945,3190,8.627763748168945,8.627763748168945,1.793744683265686
07-04-2006,8.643752098083496,8.654410362243652,11259,8.686384201049805,8.654410362243652,1.7992850542068481
10-04-2006,8.47854995727539,8.47854995727539,24019,8.553156852722168,8.47854995727539,1.7627228498458862
11-04-2006,8.515853881835938,8.53717041015625,15200,8.574474334716797,8.53717041015625,1.7749102115631104
12-04-2006,8.3826265335083,8.521183013916016,18014,8.521183013916016,8.521183013916016,1.7715864181518555
13-04-2006,8.457234382629395,8.457234382629395,3190,8.515853881835938,8.457234382629395,1.7582911252975464
17-04-2006,8.339995384216309,8.3826265335083,11822,8.446576118469238,8.3826265335083,1.7427805662155151
18-04-2006,8.34532356262207,8.457234382629395,3565,8.457234382629395,8.457234382629395,1.7582911252975464
19-04-2006,8.425259590148926,8.451905250549316,3378,8.473220825195312,8.451905250549316,1.7571831941604614
20-04-2006,8.44124698638916,8.51052474975586,5630,8.515853881835938,8.51052474975586,1.7693707942962646
21-04-2006,8.409273147583008,8.409273147583008,1877,8.409273147583008,8.409273147583008,1.7483195066452026
24-04-2006,8.451905250549316,8.451905250549316,1126,8.473220825195312,8.451905250549316,1.7571831941604614
25-04-2006,8.553156852722168,8.579803466796875,3190,8.579803466796875,8.579803466796875,1.78377366065979
26-04-2006,8.579803466796875,8.579803466796875,3190,8.579803466796875,8.579803466796875,1.8055115938186646
27-04-2006,8.473220825195312,8.483880043029785,3002,8.569145202636719,8.483880043029785,1.7853262424468994
28-04-2006,8.483880043029785,8.483880043029785,0,8.483880043029785,8.483880043029785,1.7853262424468994
01-05-2006,8.483880043029785,8.483880043029785,1126,8.483880043029785,8.483880043029785,1.7853262424468994
02-05-2006,8.40394401550293,8.40394401550293,6755,8.54782772064209,8.40394401550293,1.7685048580169678
03-05-2006,8.40394401550293,8.40394401550293,0,8.40394401550293,8.40394401550293,1.7685048580169678
04-05-2006,8.515853881835938,8.515853881835938,6755,8.585131645202637,8.515853881835938,1.792054533958435
05-05-2006,8.409273147583008,8.409273147583008,1314,8.483880043029785,8.409273147583008,1.7696256637573242
08-05-2006,8.40394401550293,8.430588722229004,1689,8.430588722229004,8.430588722229004,1.7741116285324097
09-05-2006,8.430588722229004,8.430588722229004,0,8.430588722229004,8.430588722229004,1.7741116285324097
10-05-2006,8.419931411743164,8.44124698638916,5442,8.526512145996094,8.44124698638916,1.776354193687439
11-05-2006,8.409273147583008,8.409273147583008,7881,8.489209175109863,8.409273147583008,1.7696256637573242
12-05-2006,8.33466625213623,8.33466625213623,3753,8.33466625213623,8.33466625213623,1.7539255619049072
15-05-2006,8.371969223022461,8.371969223022461,2252,8.430588722229004,8.371969223022461,1.7617754936218262
16-05-2006,8.371969223022461,8.371969223022461,0,8.371969223022461,8.371969223022461,1.7617754936218262
17-05-2006,8.33466625213623,8.33466625213623,563,8.33466625213623,8.33466625213623,1.7539255619049072
18-05-2006,8.329337120056152,8.329337120056152,563,8.419931411743164,8.329337120056152,1.7528042793273926
19-05-2006,8.297362327575684,8.3826265335083,7318,8.393284797668457,8.3826265335083,1.7640185356140137
