Date,Open,High,Low,Close,Day Result
2021-01-04,0.7160000205039978,0.7829999923706055,0.7160000205039978,0.7400000095367432,1
2021-01-05,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432,0
2021-01-06,0.7680000066757202,0.7680000066757202,0.7590000033378601,0.7590000033378601,0
2021-01-07,0.7699999809265137,0.7699999809265137,0.7620000243186951,0.7699999809265137,0
2021-01-08,0.7699999809265137,0.7699999809265137,0.7699999809265137,0.7699999809265137,0
2021-01-11,0.7549999952316284,0.7609999775886536,0.7509999871253967,0.7609999775886536,1
2021-01-12,0.7599999904632568,0.8119999766349792,0.7599999904632568,0.8119999766349792,1
2021-01-13,0.8230000138282776,1.0549999475479126,0.8230000138282776,1.0399999618530273,1
2021-01-14,1.0399999618530273,1.100000023841858,0.9100000262260437,1.062000036239624,1
2021-01-15,1.0499999523162842,1.065999984741211,0.9700000286102295,1.0299999713897705,0
2021-01-19,0.9900000095367432,1.0520000457763672,0.9900000095367432,1.0499999523162842,1
2021-01-20,1.0,1.0509999990463257,0.9900000095367432,0.9900000095367432,0
2021-01-21,1.024999976158142,1.0399999618530273,1.024999976158142,1.034999966621399,1
2021-01-22,1.0299999713897705,1.034999966621399,1.0,1.0,0
2021-01-25,1.0,1.0499999523162842,1.0,1.0499999523162842,1
2021-01-26,1.0499999523162842,1.0499999523162842,1.0,1.0499999523162842,0
2021-01-27,1.0499999523162842,1.4600000381469727,1.0,1.1050000190734863,1
2021-01-28,1.1799999475479126,1.5,1.1399999856948853,1.399999976158142,1
2021-01-29,1.4500000476837158,1.4500000476837158,1.25,1.2599999904632568,0
2021-02-01,1.315000057220459,1.350000023841858,1.2699999809265137,1.350000023841858,1
2021-02-02,1.4500000476837158,1.4700000286102295,1.399999976158142,1.4500000476837158,0
2021-02-03,1.434999942779541,1.4500000476837158,1.434999942779541,1.4500000476837158,1
2021-02-04,1.3350000381469727,1.4600000381469727,1.3350000381469727,1.440000057220459,1
2021-02-05,1.4500000476837158,1.4700000286102295,1.4299999475479126,1.4500000476837158,0
2021-02-08,1.4299999475479126,1.5,1.399999976158142,1.5,1
2021-02-09,1.399999976158142,1.4199999570846558,1.2899999618530273,1.2899999618530273,0
2021-02-10,1.350000023841858,1.3600000143051147,1.25600004196167,1.2970000505447388,0
2021-02-11,1.2999999523162842,1.350000023841858,1.2999999523162842,1.3250000476837158,1
2021-02-12,1.340000033378601,1.350000023841858,1.340000033378601,1.350000023841858,1
2021-02-16,1.350000023841858,1.3899999856948853,1.3300000429153442,1.3799999952316284,1
2021-02-17,1.4199999570846558,1.4199999570846558,1.2999999523162842,1.3259999752044678,0
2021-02-18,1.3300000429153442,1.3700000047683716,1.215999960899353,1.2400000095367432,0
2021-02-19,1.25,1.25,1.1799999475479126,1.2000000476837158,0
2021-02-22,1.2000000476837158,1.2000000476837158,1.159999966621399,1.159999966621399,0
2021-02-23,1.1009999513626099,1.1649999618530273,1.0499999523162842,1.1150000095367432,1
2021-02-24,1.2000000476837158,1.2130000591278076,1.2000000476837158,1.2000000476837158,0
2021-02-25,1.2200000286102295,1.2200000286102295,1.159999966621399,1.1799999475479126,0
2021-02-26,1.1799999475479126,1.1799999475479126,1.0499999523162842,1.0750000476837158,0
2021-03-01,1.0800000429153442,1.152999997138977,1.0700000524520874,1.152999997138977,1
2021-03-02,1.190000057220459,1.190000057220459,1.1399999856948853,1.1399999856948853,0
2021-03-03,1.1399999856948853,1.1699999570846558,1.1299999952316284,1.1299999952316284,0
2021-03-04,1.156000018119812,1.156000018119812,1.100000023841858,1.1100000143051147,0
2021-03-05,1.149999976158142,1.1799999475479126,1.100000023841858,1.1799999475479126,1
2021-03-08,1.159999966621399,1.190000057220459,1.159999966621399,1.1699999570846558,1
2021-03-09,1.100000023841858,1.2339999675750732,1.100000023841858,1.2339999675750732,1
2021-03-10,1.2899999618530273,1.3070000410079956,1.2480000257492065,1.2999999523162842,1
2021-03-11,1.2940000295639038,1.350000023841858,1.2899999618530273,1.350000023841858,1
2021-03-12,1.3600000143051147,1.4700000286102295,1.3600000143051147,1.4639999866485596,1
2021-03-15,1.4500000476837158,1.4500000476837158,1.399999976158142,1.399999976158142,0
2021-03-16,1.434999942779541,1.4900000095367432,1.434999942779541,1.440000057220459,1
2021-03-17,1.5,1.600000023841858,1.4900000095367432,1.590000033378601,1
2021-03-18,1.399999976158142,1.5700000524520874,1.399999976158142,1.5,1
2021-03-19,1.5700000524520874,1.5800000429153442,1.5,1.5499999523162842,0
2021-03-22,1.600000023841858,1.600000023841858,1.5,1.590000033378601,0
2021-03-23,1.524999976158142,1.590000033378601,1.4700000286102295,1.4700000286102295,0
2021-03-24,1.593000054359436,2.5999999046325684,1.5,1.5,0
2021-03-25,1.4700000286102295,1.6970000267028809,1.4700000286102295,1.5,1
2021-03-26,1.5700000524520874,1.7200000286102295,1.4700000286102295,1.6799999475479126,1
2021-03-29,1.6799999475479126,1.6799999475479126,1.5399999618530273,1.600000023841858,0
2021-03-30,1.649999976158142,1.7020000219345093,1.6030000448226929,1.7000000476837158,1
2021-03-31,1.7000000476837158,1.8300000429153442,1.6399999856948853,1.75,1
2021-04-01,1.7999999523162842,1.8799999952316284,1.75,1.8799999952316284,1
2021-04-05,1.7999999523162842,2.4000000953674316,1.7999999523162842,2.015000104904175,1
2021-04-06,1.9600000381469727,2.25,1.9600000381469727,2.049999952316284,1
2021-04-07,2.1089999675750732,2.25,2.0799999237060547,2.25,1
2021-04-08,1.815000057220459,2.309999942779541,1.815000057220459,2.25,1
2021-04-09,2.25,2.2769999504089355,2.1619999408721924,2.190000057220459,0
2021-04-12,2.2100000381469727,2.25,2.190000057220459,2.190000057220459,0
2021-04-13,2.190000057220459,2.309999942779541,2.180000066757202,2.309999942779541,1
2021-04-14,2.2200000286102295,2.2929999828338623,1.9500000476837158,2.078000068664551,0
2021-04-15,2.0999999046325684,2.1500000953674316,2.0,2.131999969482422,1
2021-04-16,2.200000047683716,2.200000047683716,1.590999960899353,1.600000023841858,0
2021-04-19,1.6100000143051147,2.119999885559082,1.600000023841858,2.0220000743865967,1
2021-04-20,2.0199999809265137,2.0199999809265137,1.7999999523162842,1.850000023841858,0
2021-04-21,1.8799999952316284,1.940000057220459,1.8799999952316284,1.899999976158142,1
2021-04-22,1.8799999952316284,1.8899999856948853,1.8799999952316284,1.8799999952316284,0
2021-04-23,1.850000023841858,1.8799999952316284,1.7699999809265137,1.8600000143051147,1
2021-04-26,1.8600000143051147,1.8799999952316284,1.7699999809265137,1.8799999952316284,1
2021-04-27,1.75,1.8200000524520874,1.75,1.7999999523162842,1
2021-04-28,1.8200000524520874,1.8600000143051147,1.7699999809265137,1.7699999809265137,0
2021-04-29,1.7799999713897705,1.7799999713897705,1.75,1.7699999809265137,0
2021-04-30,1.7799999713897705,1.7999999523162842,1.7799999713897705,1.7999999523162842,1
2021-05-03,1.8200000524520874,1.8200000524520874,1.75,1.7599999904632568,0
2021-05-04,1.7699999809265137,1.7799999713897705,1.75,1.75,0
2021-05-05,1.7100000381469727,1.7400000095367432,1.7100000381469727,1.7350000143051147,1
2021-05-06,1.7100000381469727,1.7100000381469727,1.5199999809265137,1.5199999809265137,0
2021-05-07,1.565000057220459,1.600000023841858,1.565000057220459,1.600000023841858,1
2021-05-10,1.6100000143051147,1.6100000143051147,1.5399999618530273,1.5399999618530273,0
2021-05-11,1.2300000190734863,1.565000057220459,1.2300000190734863,1.565000057220459,1
2021-05-12,1.534999966621399,1.534999966621399,1.534999966621399,1.534999966621399,0
2021-05-13,1.4900000095367432,1.5099999904632568,1.4800000190734863,1.4800000190734863,0
2021-05-14,1.5800000429153442,1.5800000429153442,1.5700000524520874,1.5800000429153442,0
2021-05-17,1.4769999980926514,1.600000023841858,1.4769999980926514,1.4919999837875366,1
2021-05-18,1.5950000286102295,1.5950000286102295,1.4800000190734863,1.4900000095367432,0
2021-05-19,1.4809999465942383,1.4900000095367432,1.4809999465942383,1.4900000095367432,1
2021-05-20,1.5099999904632568,1.5800000429153442,1.340000033378601,1.4600000381469727,0
2021-05-21,1.4600000381469727,1.4800000190734863,1.4600000381469727,1.4800000190734863,1
2021-05-24,1.4600000381469727,1.4600000381469727,1.25,1.440000057220459,0
2021-05-25,1.5329999923706055,1.5329999923706055,1.2999999523162842,1.350000023841858,0
2021-05-26,1.5180000066757202,1.5180000066757202,1.3799999952316284,1.3799999952316284,0
2021-05-27,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,0
2021-05-28,1.3700000047683716,1.4620000123977661,1.3700000047683716,1.4620000123977661,1
2021-06-01,1.5,1.5,1.3799999952316284,1.4900000095367432,0
2021-06-02,1.4700000286102295,1.5,1.3650000095367432,1.4800000190734863,1
2021-06-03,1.5,1.5,1.399999976158142,1.399999976158142,0
2021-06-04,1.340000033378601,1.3700000047683716,1.3300000429153442,1.3700000047683716,1
2021-06-07,1.440999984741211,1.440999984741211,1.340000033378601,1.350000023841858,0
2021-06-08,1.350000023841858,1.350000023841858,1.3320000171661377,1.350000023841858,0
2021-06-09,1.340000033378601,1.3700000047683716,1.100000023841858,1.2000000476837158,0
2021-06-10,1.2000000476837158,1.2699999809265137,1.159999966621399,1.2699999809265137,1
2021-06-11,1.2699999809265137,1.2999999523162842,1.2580000162124634,1.2999999523162842,1
2021-06-14,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0
2021-06-15,1.2999999523162842,1.3200000524520874,1.2309999465942383,1.309999942779541,1
2021-06-16,1.3799999952316284,1.3799999952316284,1.3700000047683716,1.3700000047683716,0
2021-06-17,1.3899999856948853,1.3899999856948853,1.3580000400543213,1.3650000095367432,0
2021-06-18,1.3200000524520874,1.3200000524520874,1.2899999618530273,1.2899999618530273,0
2021-06-21,1.399999976158142,1.399999976158142,1.2799999713897705,1.2799999713897705,0
2021-06-22,1.3639999628067017,1.3639999628067017,1.3049999475479126,1.340000033378601,0
2021-06-23,1.340000033378601,1.3839999437332153,1.2200000286102295,1.2899999618530273,0
2021-06-24,1.284999966621399,1.2899999618530273,1.25,1.25,0
2021-06-25,1.2949999570846558,1.3489999771118164,1.2949999570846558,1.3489999771118164,1
2021-06-28,1.2599999904632568,1.3539999723434448,1.2599999904632568,1.3539999723434448,1
2021-06-29,1.2799999713897705,1.3899999856948853,1.2799999713897705,1.3899999856948853,1
2021-06-30,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0
2021-07-01,1.4299999475479126,1.590000033378601,1.4299999475479126,1.5099999904632568,1
2021-07-02,1.4700000286102295,1.6299999952316284,1.4210000038146973,1.5,1
2021-07-06,1.5099999904632568,1.5099999904632568,1.4830000400543213,1.5,0
2021-07-07,1.4550000429153442,1.5,1.399999976158142,1.4800000190734863,1
2021-07-08,1.5,1.5,1.409999966621399,1.409999966621399,0
2021-07-09,1.409999966621399,1.409999966621399,1.409999966621399,1.409999966621399,0
2021-07-12,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0
2021-07-13,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0
2021-07-14,1.4500000476837158,1.4700000286102295,1.4459999799728394,1.4700000286102295,1
2021-07-15,1.475000023841858,1.475000023841858,1.4500000476837158,1.4500000476837158,0
2021-07-16,1.4859999418258667,1.4859999418258667,1.409999966621399,1.409999966621399,0
2021-07-19,1.409999966621399,1.4199999570846558,1.2699999809265137,1.399999976158142,0
2021-07-20,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0
2021-07-21,1.399999976158142,1.4600000381469727,1.399999976158142,1.4600000381469727,1
2021-07-22,1.4700000286102295,1.4700000286102295,1.406999945640564,1.406999945640564,0
2021-07-23,1.406999945640564,1.406999945640564,1.406999945640564,1.406999945640564,0
2021-07-26,1.406999945640564,1.406999945640564,1.406999945640564,1.406999945640564,0
2021-07-27,1.4500000476837158,1.4500000476837158,1.3799999952316284,1.4500000476837158,0
2021-07-28,1.3600000143051147,1.3899999856948853,1.3600000143051147,1.3899999856948853,1
2021-07-29,1.3899999856948853,1.3899999856948853,1.350000023841858,1.350000023841858,0
2021-07-30,1.3899999856948853,1.5,1.3899999856948853,1.4639999866485596,1
2021-08-02,1.4800000190734863,1.4800000190734863,1.4600000381469727,1.4600000381469727,0
2021-08-03,1.4900000095367432,1.4900000095367432,1.284999966621399,1.4500000476837158,0
2021-08-04,1.4900000095367432,1.4900000095367432,1.3300000429153442,1.399999976158142,0
2021-08-05,1.4500000476837158,1.4900000095367432,1.4500000476837158,1.4900000095367432,1
2021-08-06,1.4800000190734863,1.5,1.4800000190734863,1.4800000190734863,0
2021-08-09,1.3799999952316284,1.5,1.3799999952316284,1.5,1
2021-08-10,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,0
2021-08-11,1.5,1.5,1.5,1.5,0
2021-08-12,1.4800000190734863,1.4800000190734863,1.4700000286102295,1.4700000286102295,0
2021-08-13,1.4800000190734863,1.4900000095367432,1.399999976158142,1.4900000095367432,1
2021-08-16,1.4900000095367432,1.4900000095367432,1.4800000190734863,1.4900000095367432,0
2021-08-17,1.4900000095367432,1.4900000095367432,1.399999976158142,1.399999976158142,0
2021-08-18,1.4809999465942383,1.4809999465942383,1.2300000190734863,1.4199999570846558,0
2021-08-19,1.4559999704360962,1.4800000190734863,1.25,1.2599999904632568,0
2021-08-20,1.4700000286102295,1.4700000286102295,1.3600000143051147,1.3600000143051147,0
2021-08-23,1.3600000143051147,1.3949999809265137,1.2300000190734863,1.340000033378601,0
2021-08-24,1.340000033378601,1.399999976158142,1.340000033378601,1.3760000467300415,1
2021-08-25,1.340000033378601,1.340000033378601,1.340000033378601,1.340000033378601,0
